Year,StateID,Age,Education,Sex,Income,Race/Ethnicity,Obese,Overweight
2013,ME,Unknown,Unknown,Female,Unknown,Unknown,28.7,30.2
2013,ME,Unknown,Unknown,Male,Unknown,Unknown,29.1,41.8
2013,ME,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,33.7,32.3
2013,ME,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,30.1,33.8
2013,ME,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,28.4,41.2
2013,ME,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,27.4,40.0
2013,ME,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,25.3,37.7
2013,ME,Unknown,Unknown,Unknown,Data not reported,Unknown,24.2,33.6
2013,ME,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,35.6,28.9
2013,ME,Unknown,Unknown,Unknown,Unknown,2 or more races,25.7,41.5
2013,ME,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,44.7,28.4
2013,ME,Unknown,Unknown,Unknown,Unknown,Hispanic,16.8,41.1
2013,ME,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,29.0,35.8
2013,ME,Unknown,Unknown,Unknown,Unknown,Unknown,28.9,36.0
2013,MI,18 - 24,Unknown,Unknown,Unknown,Unknown,16.5,26.7
2013,MI,25 - 34,Unknown,Unknown,Unknown,Unknown,30.3,33.0
2013,MI,35 - 44,Unknown,Unknown,Unknown,Unknown,33.7,32.4
2013,MI,45 - 54,Unknown,Unknown,Unknown,Unknown,37.3,35.4
2013,MI,55 - 64,Unknown,Unknown,Unknown,Unknown,37.6,36.9
2013,MI,65 or older,Unknown,Unknown,Unknown,Unknown,29.8,40.8
2013,MI,Unknown,College graduate,Unknown,Unknown,Unknown,25.5,36.4
2013,MI,Unknown,High school graduate,Unknown,Unknown,Unknown,32.7,35.1
2013,MI,Unknown,Less than high school,Unknown,Unknown,Unknown,31.5,34.2
2013,MI,Unknown,Some college or technical school,Unknown,Unknown,Unknown,34.5,33.6
2013,MI,Unknown,Unknown,Female,Unknown,Unknown,31.9,29.3
2013,MI,Unknown,Unknown,Male,Unknown,Unknown,31.1,40.1
2013,MI,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,37.0,31.3
2013,MI,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,33.2,35.2
2013,MI,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,34.4,34.7
2013,MI,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,31.0,37.4
2013,MI,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,27.8,37.2
2013,MI,Unknown,Unknown,Unknown,Data not reported,Unknown,24.2,34.9
2013,MI,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,36.6,29.7
2013,MI,Unknown,Unknown,Unknown,Unknown,2 or more races,34.1,29.7
2013,MI,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,33.1,32.1
2013,MI,Unknown,Unknown,Unknown,Unknown,Asian,5.9,30.0
2013,MI,Unknown,Unknown,Unknown,Unknown,Hispanic,32.7,37.1
2013,MI,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,39.2,33.4
2013,MI,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,30.6,35.2
2013,MI,Unknown,Unknown,Unknown,Unknown,Unknown,31.5,34.7
2013,MN,18 - 24,Unknown,Unknown,Unknown,Unknown,11.4,21.5
2013,MN,25 - 34,Unknown,Unknown,Unknown,Unknown,23.2,31.8
2013,MN,35 - 44,Unknown,Unknown,Unknown,Unknown,27.9,38.1
2013,MN,45 - 54,Unknown,Unknown,Unknown,Unknown,30.4,38.7
2013,MN,55 - 64,Unknown,Unknown,Unknown,Unknown,31.2,40.0
2013,MN,65 or older,Unknown,Unknown,Unknown,Unknown,24.8,39.6
2013,MN,Unknown,College graduate,Unknown,Unknown,Unknown,19.1,37.5
2013,MN,Unknown,High school graduate,Unknown,Unknown,Unknown,28.7,36.7
2013,MN,Unknown,Less than high school,Unknown,Unknown,Unknown,27.1,36.3
2013,MN,Unknown,Some college or technical school,Unknown,Unknown,Unknown,27.9,33.0
2013,MN,Unknown,Unknown,Female,Unknown,Unknown,23.8,28.5
2013,MN,Unknown,Unknown,Male,Unknown,Unknown,27.0,42.3
2013,MN,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,29.3,34.3
2013,MN,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,26.0,32.8
2013,MN,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,28.3,35.9
2013,MN,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,28.4,37.0
2013,MN,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,22.7,39.3
2013,MN,Unknown,Unknown,Unknown,Data not reported,Unknown,20.1,32.2
2013,MN,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,27.3,27.8
2013,MN,Unknown,Unknown,Unknown,Unknown,2 or more races,19.6,50.9
2013,MN,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,28.2,31.1
2013,MN,Unknown,Unknown,Unknown,Unknown,Asian,15.6,25.6
2013,MN,Unknown,Unknown,Unknown,Unknown,Hispanic,29.5,28.9
2013,MN,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,32.0,34.8
2013,MN,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,25.2,36.5
2013,MN,Unknown,Unknown,Unknown,Unknown,Other,37.6,26.1
2013,MN,Unknown,Unknown,Unknown,Unknown,Unknown,25.5,35.6
2013,MO,18 - 24,Unknown,Unknown,Unknown,Unknown,20.0,28.0
2013,MO,25 - 34,Unknown,Unknown,Unknown,Unknown,25.9,33.4
2013,MO,35 - 44,Unknown,Unknown,Unknown,Unknown,39.1,30.4
2013,MO,45 - 54,Unknown,Unknown,Unknown,Unknown,34.8,37.7
2013,MO,55 - 64,Unknown,Unknown,Unknown,Unknown,34.6,37.4
2013,MO,65 or older,Unknown,Unknown,Unknown,Unknown,26.7,40.1
2013,MO,Unknown,College graduate,Unknown,Unknown,Unknown,23.1,37.3
2013,MO,Unknown,High school graduate,Unknown,Unknown,Unknown,32.0,36.2
2013,MO,Unknown,Less than high school,Unknown,Unknown,Unknown,31.3,31.3
2013,MO,Unknown,Some college or technical school,Unknown,Unknown,Unknown,34.0,33.8
2013,MO,Unknown,Unknown,Female,Unknown,Unknown,30.2,28.3
2013,MO,Unknown,Unknown,Male,Unknown,Unknown,30.7,41.9
2013,MO,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,32.3,32.9
2013,MO,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,36.4,33.3
2013,MO,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,30.8,39.3
2013,MO,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,32.1,38.4
2013,MO,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,28.0,39.4
2013,MO,Unknown,Unknown,Unknown,Data not reported,Unknown,26.0,31.3
2013,MO,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,29.9,27.4
2013,MO,Unknown,Unknown,Unknown,Unknown,2 or more races,36.4,32.7
2013,MO,Unknown,Unknown,Unknown,Unknown,Hispanic,31.2,22.8
2013,MO,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,38.9,34.4
2013,MO,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,29.6,35.8
2013,MO,Unknown,Unknown,Unknown,Unknown,Unknown,30.4,35.1
2013,MS,18 - 24,Unknown,Unknown,Unknown,Unknown,23.5,22.2
2013,MS,25 - 34,Unknown,Unknown,Unknown,Unknown,35.0,33.7
2013,MS,35 - 44,Unknown,Unknown,Unknown,Unknown,38.9,35.4
2013,MS,45 - 54,Unknown,Unknown,Unknown,Unknown,46.2,31.6
2013,MS,55 - 64,Unknown,Unknown,Unknown,Unknown,36.7,38.1
2013,MS,65 or older,Unknown,Unknown,Unknown,Unknown,28.2,41.0
2013,MS,Unknown,College graduate,Unknown,Unknown,Unknown,30.6,37.2
2013,MS,Unknown,High school graduate,Unknown,Unknown,Unknown,38.2,32.8
2013,MS,Unknown,Less than high school,Unknown,Unknown,Unknown,38.7,32.1
2013,MS,Unknown,Some college or technical school,Unknown,Unknown,Unknown,32.7,34.9
2013,MS,Unknown,Unknown,Female,Unknown,Unknown,36.4,29.6
2013,MS,Unknown,Unknown,Male,Unknown,Unknown,33.8,38.9
2013,MS,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,40.7,29.7
2013,MS,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,32.5,34.0
2013,MS,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,35.0,36.1
2013,MS,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,33.9,37.8
2013,MS,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,29.7,39.4
2013,MS,Unknown,Unknown,Unknown,Data not reported,Unknown,28.8,34.5
2013,MS,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,41.2,30.6
2013,MS,Unknown,Unknown,Unknown,Unknown,Hispanic,35.3,41.5
2013,MS,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,42.5,31.8
2013,MS,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,31.1,35.4
2013,MS,Unknown,Unknown,Unknown,Unknown,Unknown,35.1,34.2
2013,MT,18 - 24,Unknown,Unknown,Unknown,Unknown,10.4,26.8
2013,MT,25 - 34,Unknown,Unknown,Unknown,Unknown,25.4,32.7
2013,MT,35 - 44,Unknown,Unknown,Unknown,Unknown,26.9,35.9
2013,MT,45 - 54,Unknown,Unknown,Unknown,Unknown,30.3,38.4
2013,MT,55 - 64,Unknown,Unknown,Unknown,Unknown,27.7,42.4
2013,MT,65 or older,Unknown,Unknown,Unknown,Unknown,23.4,39.8
2013,MT,Unknown,College graduate,Unknown,Unknown,Unknown,20.5,38.0
2013,MT,Unknown,High school graduate,Unknown,Unknown,Unknown,27.3,37.5
2013,MT,Unknown,Less than high school,Unknown,Unknown,Unknown,24.2,30.4
2013,MT,Unknown,Some college or technical school,Unknown,Unknown,Unknown,25.4,36.8
2013,MT,Unknown,Unknown,Female,Unknown,Unknown,23.1,30.1
2013,MT,Unknown,Unknown,Male,Unknown,Unknown,26.1,43.1
2013,MT,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,25.6,36.3
2013,MT,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,22.6,37.7
2013,MT,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,27.8,38.8
2013,MT,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,25.1,39.3
2013,MT,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,22.5,40.5
2013,MT,Unknown,Unknown,Unknown,Data not reported,Unknown,21.3,31.2
2013,MT,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,26.4,27.8
2013,MT,Unknown,Unknown,Unknown,Unknown,2 or more races,39.9,22.0
2013,MT,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,39.6,34.2
2013,MT,Unknown,Unknown,Unknown,Unknown,Hispanic,33.8,39.8
2013,MT,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,23.2,37.2
2013,MT,Unknown,Unknown,Unknown,Unknown,Unknown,24.6,36.8
2013,NC,18 - 24,Unknown,Unknown,Unknown,Unknown,16.9,27.6
2013,NC,25 - 34,Unknown,Unknown,Unknown,Unknown,28.1,36.1
2013,NC,35 - 44,Unknown,Unknown,Unknown,Unknown,31.1,37.7
2013,NC,45 - 54,Unknown,Unknown,Unknown,Unknown,34.2,38.2
2013,NC,55 - 64,Unknown,Unknown,Unknown,Unknown,37.0,37.4
2013,NC,65 or older,Unknown,Unknown,Unknown,Unknown,25.7,40.2
2013,NC,Unknown,College graduate,Unknown,Unknown,Unknown,22.7,36.8
2013,NC,Unknown,High school graduate,Unknown,Unknown,Unknown,30.4,37.4
2013,NC,Unknown,Less than high school,Unknown,Unknown,Unknown,35.2,35.7
2013,NC,Unknown,Some college or technical school,Unknown,Unknown,Unknown,30.7,36.6
2013,NC,Unknown,Unknown,Female,Unknown,Unknown,30.2,30.3
2013,NC,Unknown,Unknown,Male,Unknown,Unknown,28.6,43.3
2013,NC,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,33.2,35.5
2013,NC,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,31.0,39.5
2013,NC,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,32.9,37.9
2013,NC,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,25.5,39.4
2013,NC,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,25.7,38.8
2013,NC,Unknown,Unknown,Unknown,Data not reported,Unknown,25.2,34.7
2013,NC,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,36.5,31.1
2013,NC,Unknown,Unknown,Unknown,Unknown,2 or more races,24.0,41.2
2013,NC,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,43.8,34.3
2013,NC,Unknown,Unknown,Unknown,Unknown,Asian,8.1,29.2
2013,NC,Unknown,Unknown,Unknown,Unknown,Hispanic,22.0,46.2
2013,NC,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,40.4,33.9
2013,NC,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,27.2,37.1
2013,NC,Unknown,Unknown,Unknown,Unknown,Unknown,29.4,36.7
2013,ND,18 - 24,Unknown,Unknown,Unknown,Unknown,17.5,29.1
2013,ND,25 - 34,Unknown,Unknown,Unknown,Unknown,28.4,36.5
2013,ND,35 - 44,Unknown,Unknown,Unknown,Unknown,34.9,38.3
2013,ND,45 - 54,Unknown,Unknown,Unknown,Unknown,36.7,37.5
2013,ND,55 - 64,Unknown,Unknown,Unknown,Unknown,39.2,36.2
2013,ND,65 or older,Unknown,Unknown,Unknown,Unknown,29.3,40.7
2013,ND,Unknown,College graduate,Unknown,Unknown,Unknown,26.8,36.6
2013,ND,Unknown,High school graduate,Unknown,Unknown,Unknown,32.0,36.6
2013,ND,Unknown,Less than high school,Unknown,Unknown,Unknown,28.6,36.5
2013,ND,Unknown,Some college or technical school,Unknown,Unknown,Unknown,33.4,36.7
2013,ND,Unknown,Unknown,Female,Unknown,Unknown,28.0,30.9
2013,ND,Unknown,Unknown,Male,Unknown,Unknown,33.7,41.7
2013,ND,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,36.6,28.1
2013,ND,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,35.1,35.3
2013,ND,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,30.5,39.3
2013,ND,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,30.2,40.4
2013,ND,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,28.5,40.9
2013,ND,Unknown,Unknown,Unknown,Data not reported,Unknown,30.0,31.9
2013,ND,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,30.1,31.1
2013,ND,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,36.1,33.4
2013,ND,Unknown,Unknown,Unknown,Unknown,Hispanic,33.6,28.4
2013,ND,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,31.2,36.9
2013,ND,Unknown,Unknown,Unknown,Unknown,Unknown,31.0,36.6
2013,NE,18 - 24,Unknown,Unknown,Unknown,Unknown,14.4,25.8
2013,NE,25 - 34,Unknown,Unknown,Unknown,Unknown,26.4,34.4
2013,NE,35 - 44,Unknown,Unknown,Unknown,Unknown,34.3,35.4
2013,NE,45 - 54,Unknown,Unknown,Unknown,Unknown,34.0,39.2
2013,NE,55 - 64,Unknown,Unknown,Unknown,Unknown,37.5,36.5
2013,NE,65 or older,Unknown,Unknown,Unknown,Unknown,28.2,41.1
2013,NE,Unknown,College graduate,Unknown,Unknown,Unknown,24.3,38.3
2013,NE,Unknown,High school graduate,Unknown,Unknown,Unknown,30.9,35.0
2013,NE,Unknown,Less than high school,Unknown,Unknown,Unknown,30.1,36.3
2013,NE,Unknown,Some college or technical school,Unknown,Unknown,Unknown,32.1,34.7
2013,NE,Unknown,Unknown,Female,Unknown,Unknown,28.4,30.2
2013,NE,Unknown,Unknown,Male,Unknown,Unknown,30.8,41.5
2013,NE,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,31.6,31.8
2013,NE,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,30.8,38.7
2013,NE,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,32.1,36.3
2013,NE,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,30.5,37.2
2013,NE,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,26.3,39.5
2013,NE,Unknown,Unknown,Unknown,Data not reported,Unknown,28.1,30.5
2013,NE,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,29.9,31.7
2013,NE,Unknown,Unknown,Unknown,Unknown,2 or more races,34.5,28.3
2013,NE,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,37.2,32.7
2013,NE,Unknown,Unknown,Unknown,Unknown,Asian,12.9,24.6
2013,NE,Unknown,Unknown,Unknown,Unknown,Hispanic,30.1,37.8
2013,NE,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,34.7,30.3
2013,NE,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,29.2,36.4
2013,NE,Unknown,Unknown,Unknown,Unknown,Unknown,29.6,35.9
2013,NH,18 - 24,Unknown,Unknown,Unknown,Unknown,12.8,27.9
2013,NH,25 - 34,Unknown,Unknown,Unknown,Unknown,26.3,25.2
2013,NH,35 - 44,Unknown,Unknown,Unknown,Unknown,31.0,35.4
2013,NH,45 - 54,Unknown,Unknown,Unknown,Unknown,32.1,36.9
2013,NH,55 - 64,Unknown,Unknown,Unknown,Unknown,28.5,38.2
2013,NH,65 or older,Unknown,Unknown,Unknown,Unknown,25.5,41.3
2013,NH,Unknown,College graduate,Unknown,Unknown,Unknown,22.3,36.6
2013,NH,Unknown,High school graduate,Unknown,Unknown,Unknown,29.4,36.0
2013,NH,Unknown,Less than high school,Unknown,Unknown,Unknown,33.5,29.8
2013,NH,Unknown,Some college or technical school,Unknown,Unknown,Unknown,26.6,34.2
2013,NH,Unknown,Unknown,Female,Unknown,Unknown,24.8,29.0
2013,NH,Unknown,Unknown,Male,Unknown,Unknown,28.7,40.8
2013,NH,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,29.5,36.2
2013,NH,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,29.5,29.7
2013,NH,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,28.7,36.1
2013,NH,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,29.5,34.0
2013,NH,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,23.3,39.8
2013,NH,Unknown,Unknown,Unknown,Data not reported,Unknown,21.9,29.6
2013,NH,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,35.9,25.4
2013,NH,Unknown,Unknown,Unknown,Unknown,2 or more races,18.0,35.5
2013,NH,Unknown,Unknown,Unknown,Unknown,Hispanic,25.3,38.7
2013,NH,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,27.3,35.1
2013,NH,Unknown,Unknown,Unknown,Unknown,Other,27.8,35.4
2013,NH,Unknown,Unknown,Unknown,Unknown,Unknown,26.7,35.0
2013,NJ,18 - 24,Unknown,Unknown,Unknown,Unknown,14.4,26.4
2013,NJ,25 - 34,Unknown,Unknown,Unknown,Unknown,23.7,36.6
2013,NJ,35 - 44,Unknown,Unknown,Unknown,Unknown,28.3,37.1
2013,NJ,45 - 54,Unknown,Unknown,Unknown,Unknown,31.5,37.2
2013,NJ,55 - 64,Unknown,Unknown,Unknown,Unknown,29.2,36.9
2013,NJ,65 or older,Unknown,Unknown,Unknown,Unknown,26.2,40.9
2013,NJ,Unknown,College graduate,Unknown,Unknown,Unknown,19.1,38.8
2013,NJ,Unknown,High school graduate,Unknown,Unknown,Unknown,29.1,36.6
2013,NJ,Unknown,Less than high school,Unknown,Unknown,Unknown,35.5,33.2
2013,NJ,Unknown,Some college or technical school,Unknown,Unknown,Unknown,28.1,34.9
2013,NJ,Unknown,Unknown,Female,Unknown,Unknown,24.9,29.8
2013,NJ,Unknown,Unknown,Male,Unknown,Unknown,27.8,43.1
2013,NJ,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,27.6,37.3
2013,NJ,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,27.1,37.4
2013,NJ,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,31.6,35.3
2013,NJ,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,28.0,38.4
2013,NJ,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,24.3,38.4
2013,NJ,Unknown,Unknown,Unknown,Data not reported,Unknown,21.4,33.2
2013,NJ,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,32.6,28.8
2013,NJ,Unknown,Unknown,Unknown,Unknown,2 or more races,38.3,22.7
2013,NJ,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,41.5,23.6
2013,NJ,Unknown,Unknown,Unknown,Unknown,Asian,10.4,32.7
2013,NJ,Unknown,Unknown,Unknown,Unknown,Hispanic,28.8,37.1
2013,NJ,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,35.6,35.5
2013,NJ,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,26.0,37.0
2013,NJ,Unknown,Unknown,Unknown,Unknown,Other,21.0,34.9
2013,NJ,Unknown,Unknown,Unknown,Unknown,Unknown,26.3,36.5
2013,NM,18 - 24,Unknown,Unknown,Unknown,Unknown,15.4,26.8
2013,NM,25 - 34,Unknown,Unknown,Unknown,Unknown,29.3,32.9
2013,NM,35 - 44,Unknown,Unknown,Unknown,Unknown,30.7,38.0
2013,NM,45 - 54,Unknown,Unknown,Unknown,Unknown,31.7,39.8
2013,NM,55 - 64,Unknown,Unknown,Unknown,Unknown,29.0,39.1
2013,NM,65 or older,Unknown,Unknown,Unknown,Unknown,20.5,38.6
2013,NM,Unknown,College graduate,Unknown,Unknown,Unknown,18.3,37.7
2013,NM,Unknown,High school graduate,Unknown,Unknown,Unknown,26.7,36.8
2013,NM,Unknown,Less than high school,Unknown,Unknown,Unknown,34.5,34.8
2013,NM,Unknown,Some college or technical school,Unknown,Unknown,Unknown,27.5,35.7
2013,NM,Unknown,Unknown,Female,Unknown,Unknown,27.1,30.3
2013,NM,Unknown,Unknown,Male,Unknown,Unknown,25.6,42.1
2013,NM,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,29.5,36.0
2013,NM,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,27.5,37.6
2013,NM,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,26.9,39.0
2013,NM,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,27.3,40.4
2013,NM,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,21.6,39.0
2013,NM,Unknown,Unknown,Unknown,Data not reported,Unknown,22.0,28.0
2013,NM,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,29.3,32.5
2013,NM,Unknown,Unknown,Unknown,Unknown,2 or more races,30.9,31.1
2013,NM,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,36.3,41.2
2013,NM,Unknown,Unknown,Unknown,Unknown,Asian,9.7,28.4
2013,NM,Unknown,Unknown,Unknown,Unknown,Hispanic,29.4,37.6
2013,NM,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,35.5,36.7
2013,NM,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,21.9,34.2
2013,NM,Unknown,Unknown,Unknown,Unknown,Other,12.3,30.9
2013,NM,Unknown,Unknown,Unknown,Unknown,Unknown,26.4,36.3
2013,NV,18 - 24,Unknown,Unknown,Unknown,Unknown,11.2,24.2
2013,NV,25 - 34,Unknown,Unknown,Unknown,Unknown,28.3,34.1
2013,NV,35 - 44,Unknown,Unknown,Unknown,Unknown,31.0,38.4
2013,NV,45 - 54,Unknown,Unknown,Unknown,Unknown,29.6,44.6
2013,NV,55 - 64,Unknown,Unknown,Unknown,Unknown,28.5,44.7
2013,NV,65 or older,Unknown,Unknown,Unknown,Unknown,23.9,41.6
2013,NV,Unknown,College graduate,Unknown,Unknown,Unknown,21.4,37.2
2013,NV,Unknown,High school graduate,Unknown,Unknown,Unknown,29.0,37.4
2013,NV,Unknown,Less than high school,Unknown,Unknown,Unknown,27.7,39.6
2013,NV,Unknown,Some college or technical school,Unknown,Unknown,Unknown,25.8,40.1
2013,NV,Unknown,Unknown,Female,Unknown,Unknown,26.6,29.8
2013,NV,Unknown,Unknown,Male,Unknown,Unknown,25.9,46.8
2013,NV,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,25.1,33.7
2013,NV,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,30.8,41.7
2013,NV,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,29.4,39.0
2013,NV,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,21.0,45.0
2013,NV,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,26.7,41.0
2013,NV,Unknown,Unknown,Unknown,Data not reported,Unknown,26.2,31.3
2013,NV,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,26.5,40.2
2013,NV,Unknown,Unknown,Unknown,Unknown,2 or more races,26.8,34.7
2013,NV,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,37.4,28.4
2013,NV,Unknown,Unknown,Unknown,Unknown,Asian,8.5,35.0
2013,NV,Unknown,Unknown,Unknown,Unknown,Hispanic,26.1,49.2
2013,NV,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,39.0,36.0
2013,NV,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,26.4,36.0
2013,NV,Unknown,Unknown,Unknown,Unknown,Unknown,26.2,38.6
2013,NY,18 - 24,Unknown,Unknown,Unknown,Unknown,11.1,29.3
2013,NY,25 - 34,Unknown,Unknown,Unknown,Unknown,22.5,31.2
2013,NY,35 - 44,Unknown,Unknown,Unknown,Unknown,27.9,35.9
2013,NY,45 - 54,Unknown,Unknown,Unknown,Unknown,30.3,38.8
2013,NY,55 - 64,Unknown,Unknown,Unknown,Unknown,31.0,39.9
2013,NY,65 or older,Unknown,Unknown,Unknown,Unknown,25.9,38.4
2013,NY,Unknown,College graduate,Unknown,Unknown,Unknown,17.1,35.1
2013,NY,Unknown,High school graduate,Unknown,Unknown,Unknown,28.2,36.4
2013,NY,Unknown,Less than high school,Unknown,Unknown,Unknown,32.7,36.0
2013,NY,Unknown,Some college or technical school,Unknown,Unknown,Unknown,28.0,36.0
2013,NY,Unknown,Unknown,Female,Unknown,Unknown,26.1,28.6
2013,NY,Unknown,Unknown,Male,Unknown,Unknown,24.7,43.5
2013,NY,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,34.1,34.6
2013,NY,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,25.6,37.9
2013,NY,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,26.8,38.2
2013,NY,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,24.6,39.0
2013,NY,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,21.1,37.8
2013,NY,Unknown,Unknown,Unknown,Data not reported,Unknown,20.7,31.4
2013,NY,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,29.1,32.1
