Year,StateID,Age,Education,Sex,Income,Race/Ethnicity,Obese,Overweight
2017,OK,Unknown,Unknown,Unknown,Data not reported,Unknown,31.7,33.8
2017,OK,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,38.6,30.3
2017,OK,Unknown,Unknown,Unknown,Unknown,2 or more races,34.6,35.5
2017,OK,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,46.3,31.0
2017,OK,Unknown,Unknown,Unknown,Unknown,Asian,15.4,37.1
2017,OK,Unknown,Unknown,Unknown,Unknown,Hispanic,36.0,37.7
2017,OK,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,36.5,38.2
2017,OK,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,36.3,33.3
2017,OK,Unknown,Unknown,Unknown,Unknown,Unknown,36.5,34.1
2017,OR,18 - 24,Unknown,Unknown,Unknown,Unknown,17.9,26.5
2017,OR,25 - 34,Unknown,Unknown,Unknown,Unknown,25.5,35.0
2017,OR,35 - 44,Unknown,Unknown,Unknown,Unknown,30.5,36.9
2017,OR,45 - 54,Unknown,Unknown,Unknown,Unknown,34.0,38.2
2017,OR,55 - 64,Unknown,Unknown,Unknown,Unknown,34.3,35.2
2017,OR,65 or older,Unknown,Unknown,Unknown,Unknown,30.3,36.1
2017,OR,Unknown,College graduate,Unknown,Unknown,Unknown,20.2,35.9
2017,OR,Unknown,High school graduate,Unknown,Unknown,Unknown,33.2,33.8
2017,OR,Unknown,Less than high school,Unknown,Unknown,Unknown,37.9,36.3
2017,OR,Unknown,Some college or technical school,Unknown,Unknown,Unknown,31.9,34.9
2017,OR,Unknown,Unknown,Female,Unknown,Unknown,30.0,29.0
2017,OR,Unknown,Unknown,Male,Unknown,Unknown,28.7,41.1
2017,OR,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,35.1,33.5
2017,OR,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,32.9,35.2
2017,OR,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,32.8,32.9
2017,OR,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,30.7,35.5
2017,OR,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,24.0,40.6
2017,OR,Unknown,Unknown,Unknown,Data not reported,Unknown,23.9,31.6
2017,OR,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,37.5,27.6
2017,OR,Unknown,Unknown,Unknown,Unknown,2 or more races,30.5,35.4
2017,OR,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,43.7,20.1
2017,OR,Unknown,Unknown,Unknown,Unknown,Asian,8.7,24.3
2017,OR,Unknown,Unknown,Unknown,Unknown,Hispanic,33.4,44.5
2017,OR,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,29.5,35.8
2017,OR,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,29.2,35.0
2017,OR,Unknown,Unknown,Unknown,Unknown,Unknown,29.4,35.1
2017,PA,18 - 24,Unknown,Unknown,Unknown,Unknown,15.9,26.0
2017,PA,25 - 34,Unknown,Unknown,Unknown,Unknown,29.8,30.7
2017,PA,35 - 44,Unknown,Unknown,Unknown,Unknown,33.0,39.7
2017,PA,45 - 54,Unknown,Unknown,Unknown,Unknown,34.6,39.2
2017,PA,55 - 64,Unknown,Unknown,Unknown,Unknown,38.7,36.6
2017,PA,65 or older,Unknown,Unknown,Unknown,Unknown,32.4,37.6
2017,PA,Unknown,College graduate,Unknown,Unknown,Unknown,26.1,34.2
2017,PA,Unknown,High school graduate,Unknown,Unknown,Unknown,34.0,36.9
2017,PA,Unknown,Less than high school,Unknown,Unknown,Unknown,36.1,33.7
2017,PA,Unknown,Some college or technical school,Unknown,Unknown,Unknown,32.1,35.7
2017,PA,Unknown,Unknown,Female,Unknown,Unknown,30.5,30.3
2017,PA,Unknown,Unknown,Male,Unknown,Unknown,32.7,40.8
2017,PA,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,36.3,35.1
2017,PA,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,29.1,34.4
2017,PA,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,32.2,38.5
2017,PA,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,34.4,36.3
2017,PA,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,28.9,36.7
2017,PA,Unknown,Unknown,Unknown,Data not reported,Unknown,27.7,34.5
2017,PA,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,37.6,28.9
2017,PA,Unknown,Unknown,Unknown,Unknown,2 or more races,48.4,28.7
2017,PA,Unknown,Unknown,Unknown,Unknown,Asian,8.1,40.2
2017,PA,Unknown,Unknown,Unknown,Unknown,Hispanic,25.0,38.6
2017,PA,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,38.1,34.8
2017,PA,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,31.5,35.5
2017,PA,Unknown,Unknown,Unknown,Unknown,Unknown,31.6,35.5
2017,PR,18 - 24,Unknown,Unknown,Unknown,Unknown,14.4,26.8
2017,PR,25 - 34,Unknown,Unknown,Unknown,Unknown,31.7,32.6
2017,PR,35 - 44,Unknown,Unknown,Unknown,Unknown,38.8,32.7
2017,PR,45 - 54,Unknown,Unknown,Unknown,Unknown,41.8,37.6
2017,PR,55 - 64,Unknown,Unknown,Unknown,Unknown,40.8,40.8
2017,PR,65 or older,Unknown,Unknown,Unknown,Unknown,27.1,38.9
2017,PR,Unknown,College graduate,Unknown,Unknown,Unknown,26.2,37.8
2017,PR,Unknown,High school graduate,Unknown,Unknown,Unknown,35.9,33.5
2017,PR,Unknown,Less than high school,Unknown,Unknown,Unknown,39.0,34.7
2017,PR,Unknown,Some college or technical school,Unknown,Unknown,Unknown,30.5,36.2
2017,PR,Unknown,Unknown,Female,Unknown,Unknown,35.7,30.9
2017,PR,Unknown,Unknown,Male,Unknown,Unknown,30.0,40.2
2017,PR,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,34.2,35.5
2017,PR,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,28.6,38.9
2017,PR,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,24.7,41.2
2017,PR,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,22.9,41.0
2017,PR,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,23.0,36.5
2017,PR,Unknown,Unknown,Unknown,Data not reported,Unknown,28.9,34.6
2017,PR,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,37.5,33.9
2017,PR,Unknown,Unknown,Unknown,Unknown,Hispanic,33.0,35.4
2017,PR,Unknown,Unknown,Unknown,Unknown,Unknown,32.9,35.4
2017,RI,18 - 24,Unknown,Unknown,Unknown,Unknown,15.8,20.5
2017,RI,25 - 34,Unknown,Unknown,Unknown,Unknown,30.9,33.3
2017,RI,35 - 44,Unknown,Unknown,Unknown,Unknown,32.3,39.7
2017,RI,45 - 54,Unknown,Unknown,Unknown,Unknown,35.8,35.9
2017,RI,55 - 64,Unknown,Unknown,Unknown,Unknown,34.3,38.4
2017,RI,65 or older,Unknown,Unknown,Unknown,Unknown,28.3,37.7
2017,RI,Unknown,College graduate,Unknown,Unknown,Unknown,23.5,38.7
2017,RI,Unknown,High school graduate,Unknown,Unknown,Unknown,34.2,32.8
2017,RI,Unknown,Less than high school,Unknown,Unknown,Unknown,37.6,31.3
2017,RI,Unknown,Some college or technical school,Unknown,Unknown,Unknown,29.3,34.6
2017,RI,Unknown,Unknown,Female,Unknown,Unknown,29.0,30.2
2017,RI,Unknown,Unknown,Male,Unknown,Unknown,31.0,39.7
2017,RI,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,34.6,28.9
2017,RI,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,30.8,39.6
2017,RI,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,33.9,34.7
2017,RI,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,30.2,39.3
2017,RI,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,27.7,39.2
2017,RI,Unknown,Unknown,Unknown,Data not reported,Unknown,26.1,28.6
2017,RI,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,34.3,31.0
2017,RI,Unknown,Unknown,Unknown,Unknown,2 or more races,20.3,50.0
2017,RI,Unknown,Unknown,Unknown,Unknown,Asian,9.8,43.3
2017,RI,Unknown,Unknown,Unknown,Unknown,Hispanic,34.8,32.5
2017,RI,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,34.0,31.4
2017,RI,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,29.7,34.8
2017,RI,Unknown,Unknown,Unknown,Unknown,Other,24.6,43.0
2017,RI,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,34.9
2017,SC,18 - 24,Unknown,Unknown,Unknown,Unknown,22.3,26.7
2017,SC,25 - 34,Unknown,Unknown,Unknown,Unknown,33.7,31.3
2017,SC,35 - 44,Unknown,Unknown,Unknown,Unknown,39.7,33.4
2017,SC,45 - 54,Unknown,Unknown,Unknown,Unknown,42.3,34.2
2017,SC,55 - 64,Unknown,Unknown,Unknown,Unknown,37.4,36.6
2017,SC,65 or older,Unknown,Unknown,Unknown,Unknown,28.7,38.3
2017,SC,Unknown,College graduate,Unknown,Unknown,Unknown,27.7,36.9
2017,SC,Unknown,High school graduate,Unknown,Unknown,Unknown,37.8,32.3
2017,SC,Unknown,Less than high school,Unknown,Unknown,Unknown,34.0,32.6
2017,SC,Unknown,Some college or technical school,Unknown,Unknown,Unknown,35.5,34.1
2017,SC,Unknown,Unknown,Female,Unknown,Unknown,35.1,28.7
2017,SC,Unknown,Unknown,Male,Unknown,Unknown,33.0,39.4
2017,SC,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,37.1,30.9
2017,SC,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,35.0,34.6
2017,SC,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,35.8,32.9
2017,SC,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,37.9,33.5
2017,SC,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,29.9,38.9
2017,SC,Unknown,Unknown,Unknown,Data not reported,Unknown,30.7,34.2
2017,SC,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,36.8,28.6
2017,SC,Unknown,Unknown,Unknown,Unknown,2 or more races,32.9,32.6
2017,SC,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,41.2,18.0
2017,SC,Unknown,Unknown,Unknown,Unknown,Asian,27.0,21.3
2017,SC,Unknown,Unknown,Unknown,Unknown,Hispanic,30.8,39.6
2017,SC,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,43.7,32.6
2017,SC,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,31.0,34.6
2017,SC,Unknown,Unknown,Unknown,Unknown,Other,32.1,35.6
2017,SC,Unknown,Unknown,Unknown,Unknown,Unknown,34.1,34.0
2017,SD,18 - 24,Unknown,Unknown,Unknown,Unknown,19.3,27.7
2017,SD,25 - 34,Unknown,Unknown,Unknown,Unknown,32.8,31.4
2017,SD,35 - 44,Unknown,Unknown,Unknown,Unknown,29.6,42.5
2017,SD,45 - 54,Unknown,Unknown,Unknown,Unknown,40.0,36.4
2017,SD,55 - 64,Unknown,Unknown,Unknown,Unknown,37.2,36.0
2017,SD,65 or older,Unknown,Unknown,Unknown,Unknown,30.4,38.7
2017,SD,Unknown,College graduate,Unknown,Unknown,Unknown,27.8,40.9
2017,SD,Unknown,High school graduate,Unknown,Unknown,Unknown,32.4,35.8
2017,SD,Unknown,Less than high school,Unknown,Unknown,Unknown,40.2,28.5
2017,SD,Unknown,Some college or technical school,Unknown,Unknown,Unknown,32.1,34.3
2017,SD,Unknown,Unknown,Female,Unknown,Unknown,29.5,31.4
2017,SD,Unknown,Unknown,Male,Unknown,Unknown,34.1,40.0
2017,SD,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,31.6,33.3
2017,SD,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,33.3,32.1
2017,SD,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,31.6,41.1
2017,SD,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,30.2,41.4
2017,SD,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,28.9,37.3
2017,SD,Unknown,Unknown,Unknown,Data not reported,Unknown,33.9,30.9
2017,SD,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,42.0,27.4
2017,SD,Unknown,Unknown,Unknown,Unknown,2 or more races,34.2,39.8
2017,SD,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,48.7,28.5
2017,SD,Unknown,Unknown,Unknown,Unknown,Hispanic,44.0,37.8
2017,SD,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,30.6,37.0
2017,SD,Unknown,Unknown,Unknown,Unknown,Unknown,31.9,35.9
2017,TN,18 - 24,Unknown,Unknown,Unknown,Unknown,15.6,31.8
2017,TN,25 - 34,Unknown,Unknown,Unknown,Unknown,31.1,34.0
2017,TN,35 - 44,Unknown,Unknown,Unknown,Unknown,38.9,36.6
2017,TN,45 - 54,Unknown,Unknown,Unknown,Unknown,38.5,36.2
2017,TN,55 - 64,Unknown,Unknown,Unknown,Unknown,38.4,35.6
2017,TN,65 or older,Unknown,Unknown,Unknown,Unknown,30.6,37.0
2017,TN,Unknown,College graduate,Unknown,Unknown,Unknown,25.8,37.5
2017,TN,Unknown,High school graduate,Unknown,Unknown,Unknown,33.4,34.5
2017,TN,Unknown,Less than high school,Unknown,Unknown,Unknown,35.6,38.3
2017,TN,Unknown,Some college or technical school,Unknown,Unknown,Unknown,36.5,33.6
2017,TN,Unknown,Unknown,Female,Unknown,Unknown,32.4,31.0
2017,TN,Unknown,Unknown,Male,Unknown,Unknown,33.3,39.8
2017,TN,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,39.1,32.1
2017,TN,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,31.9,35.4
2017,TN,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,35.4,31.7
2017,TN,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,32.8,37.1
2017,TN,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,31.0,38.2
2017,TN,Unknown,Unknown,Unknown,Data not reported,Unknown,25.0,37.3
2017,TN,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,36.1,34.1
2017,TN,Unknown,Unknown,Unknown,Unknown,2 or more races,35.6,31.7
2017,TN,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,26.9,25.7
2017,TN,Unknown,Unknown,Unknown,Unknown,Hispanic,27.0,36.6
2017,TN,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,44.7,31.8
2017,TN,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,31.0,36.4
2017,TN,Unknown,Unknown,Unknown,Unknown,Unknown,32.8,35.4
2017,TX,18 - 24,Unknown,Unknown,Unknown,Unknown,16.4,30.4
2017,TX,25 - 34,Unknown,Unknown,Unknown,Unknown,30.6,35.9
2017,TX,35 - 44,Unknown,Unknown,Unknown,Unknown,39.3,36.4
2017,TX,45 - 54,Unknown,Unknown,Unknown,Unknown,39.4,39.0
2017,TX,55 - 64,Unknown,Unknown,Unknown,Unknown,38.9,37.2
2017,TX,65 or older,Unknown,Unknown,Unknown,Unknown,30.6,38.5
2017,TX,Unknown,College graduate,Unknown,Unknown,Unknown,25.9,39.6
2017,TX,Unknown,High school graduate,Unknown,Unknown,Unknown,35.8,36.0
2017,TX,Unknown,Less than high school,Unknown,Unknown,Unknown,40.5,37.6
2017,TX,Unknown,Some college or technical school,Unknown,Unknown,Unknown,32.7,33.6
2017,TX,Unknown,Unknown,Female,Unknown,Unknown,32.1,31.4
2017,TX,Unknown,Unknown,Male,Unknown,Unknown,33.9,41.2
2017,TX,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,37.2,33.3
2017,TX,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,35.5,32.8
2017,TX,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,28.8,45.6
2017,TX,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,35.0,32.7
2017,TX,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,28.8,40.1
2017,TX,Unknown,Unknown,Unknown,Data not reported,Unknown,32.3,32.9
2017,TX,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,38.5,32.6
2017,TX,Unknown,Unknown,Unknown,Unknown,2 or more races,25.4,39.0
2017,TX,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,48.2,36.7
2017,TX,Unknown,Unknown,Unknown,Unknown,Asian,14.9,35.3
2017,TX,Unknown,Unknown,Unknown,Unknown,Hispanic,37.3,37.4
2017,TX,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,38.6,35.3
2017,TX,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,30.4,35.9
2017,TX,Unknown,Unknown,Unknown,Unknown,Unknown,33.0,36.4
2017,US,18 - 24,Unknown,Unknown,Unknown,Unknown,16.5,26.4
2017,US,25 - 34,Unknown,Unknown,Unknown,Unknown,28.2,33.3
2017,US,35 - 44,Unknown,Unknown,Unknown,Unknown,33.0,36.3
2017,US,45 - 54,Unknown,Unknown,Unknown,Unknown,35.9,37.0
2017,US,55 - 64,Unknown,Unknown,Unknown,Unknown,35.4,37.1
2017,US,65 or older,Unknown,Unknown,Unknown,Unknown,28.5,38.7
2017,US,Unknown,College graduate,Unknown,Unknown,Unknown,22.7,37.3
2017,US,Unknown,High school graduate,Unknown,Unknown,Unknown,32.9,34.7
2017,US,Unknown,Less than high school,Unknown,Unknown,Unknown,35.6,34.0
2017,US,Unknown,Some college or technical school,Unknown,Unknown,Unknown,31.9,34.6
2017,US,Unknown,Unknown,Female,Unknown,Unknown,30.0,29.8
2017,US,Unknown,Unknown,Male,Unknown,Unknown,30.2,40.7
2017,US,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,34.5,33.0
2017,US,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,32.8,34.3
2017,US,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,31.9,36.8
2017,US,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,31.3,36.3
2017,US,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,26.0,38.3
2017,US,Unknown,Unknown,Unknown,Data not reported,Unknown,26.0,32.9
2017,US,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,36.2,30.6
2017,US,Unknown,Unknown,Unknown,Unknown,2 or more races,32.8,32.8
2017,US,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,38.7,33.1
2017,US,Unknown,Unknown,Unknown,Unknown,Asian,11.2,29.9
2017,US,Unknown,Unknown,Unknown,Unknown,Hawaiian/Pacific Islander,32.5,29.1
2017,US,Unknown,Unknown,Unknown,Unknown,Hispanic,32.4,38.6
2017,US,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,39.0,33.4
2017,US,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,29.3,35.4
2017,US,Unknown,Unknown,Unknown,Unknown,Other,26.9,36.2
2017,US,Unknown,Unknown,Unknown,Unknown,Unknown,30.1,35.3
2017,UT,18 - 24,Unknown,Unknown,Unknown,Unknown,13.3,22.8
2017,UT,25 - 34,Unknown,Unknown,Unknown,Unknown,21.6,35.7
2017,UT,35 - 44,Unknown,Unknown,Unknown,Unknown,28.4,36.5
2017,UT,45 - 54,Unknown,Unknown,Unknown,Unknown,30.0,38.2
2017,UT,55 - 64,Unknown,Unknown,Unknown,Unknown,33.7,39.2
2017,UT,65 or older,Unknown,Unknown,Unknown,Unknown,26.8,40.6
2017,UT,Unknown,College graduate,Unknown,Unknown,Unknown,23.1,38.9
2017,UT,Unknown,High school graduate,Unknown,Unknown,Unknown,24.9,33.7
2017,UT,Unknown,Less than high school,Unknown,Unknown,Unknown,25.1,37.4
2017,UT,Unknown,Some college or technical school,Unknown,Unknown,Unknown,27.0,33.4
2017,UT,Unknown,Unknown,Female,Unknown,Unknown,24.3,28.6
2017,UT,Unknown,Unknown,Male,Unknown,Unknown,26.1,41.5
2017,UT,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,28.0,34.3
2017,UT,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,24.5,35.9
2017,UT,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,27.4,32.7
2017,UT,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,25.9,39.8
2017,UT,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,24.5,36.5
2017,UT,Unknown,Unknown,Unknown,Data not reported,Unknown,22.4,31.1
2017,UT,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,27.6,33.8
2017,UT,Unknown,Unknown,Unknown,Unknown,2 or more races,23.2,27.8
2017,UT,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,34.3,36.1
2017,UT,Unknown,Unknown,Unknown,Unknown,Asian,11.3,25.8
2017,UT,Unknown,Unknown,Unknown,Unknown,Hispanic,27.9,39.3
2017,UT,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,25.0,35.0
2017,UT,Unknown,Unknown,Unknown,Unknown,Unknown,25.3,35.3
2017,VA,18 - 24,Unknown,Unknown,Unknown,Unknown,17.7,30.4
2017,VA,25 - 34,Unknown,Unknown,Unknown,Unknown,28.8,31.9
2017,VA,35 - 44,Unknown,Unknown,Unknown,Unknown,31.8,36.2
2017,VA,45 - 54,Unknown,Unknown,Unknown,Unknown,35.8,39.0
2017,VA,55 - 64,Unknown,Unknown,Unknown,Unknown,35.4,38.3
2017,VA,65 or older,Unknown,Unknown,Unknown,Unknown,28.2,39.8
2017,VA,Unknown,College graduate,Unknown,Unknown,Unknown,23.5,36.8
2017,VA,Unknown,High school graduate,Unknown,Unknown,Unknown,32.7,35.2
2017,VA,Unknown,Less than high school,Unknown,Unknown,Unknown,39.5,33.3
2017,VA,Unknown,Some college or technical school,Unknown,Unknown,Unknown,31.8,37.7
2017,VA,Unknown,Unknown,Female,Unknown,Unknown,31.6,29.7
2017,VA,Unknown,Unknown,Male,Unknown,Unknown,28.5,42.8
2017,VA,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,36.6,30.1
2017,VA,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,39.5,30.8
2017,VA,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,33.7,36.2
2017,VA,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,29.2,39.0
2017,VA,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,26.1,38.7
2017,VA,Unknown,Unknown,Unknown,Data not reported,Unknown,24.7,38.2
2017,VA,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,38.0,29.7
2017,VA,Unknown,Unknown,Unknown,Unknown,2 or more races,22.5,36.1
2017,VA,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,25.5,38.6
2017,VA,Unknown,Unknown,Unknown,Unknown,Asian,7.5,37.7
2017,VA,Unknown,Unknown,Unknown,Unknown,Hispanic,32.2,40.2
2017,VA,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,43.6,33.8
2017,VA,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,28.4,36.4
2017,VA,Unknown,Unknown,Unknown,Unknown,Unknown,30.1,36.3
2017,VT,18 - 24,Unknown,Unknown,Unknown,Unknown,14.3,21.8
2017,VT,25 - 34,Unknown,Unknown,Unknown,Unknown,27.7,30.3
2017,VT,35 - 44,Unknown,Unknown,Unknown,Unknown,30.3,36.4
2017,VT,45 - 54,Unknown,Unknown,Unknown,Unknown,33.9,35.8
2017,VT,55 - 64,Unknown,Unknown,Unknown,Unknown,29.6,40.2
2017,VT,65 or older,Unknown,Unknown,Unknown,Unknown,27.4,40.0
2017,VT,Unknown,College graduate,Unknown,Unknown,Unknown,18.8,37.0
2017,VT,Unknown,High school graduate,Unknown,Unknown,Unknown,33.5,32.3
2017,VT,Unknown,Less than high school,Unknown,Unknown,Unknown,41.2,31.2
2017,VT,Unknown,Some college or technical school,Unknown,Unknown,Unknown,27.5,37.0
2017,VT,Unknown,Unknown,Female,Unknown,Unknown,27.2,29.6
2017,VT,Unknown,Unknown,Male,Unknown,Unknown,28.0,40.4
2017,VT,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,34.7,29.5
2017,VT,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,33.7,29.5
2017,VT,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,30.4,33.6
2017,VT,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,28.6,37.4
2017,VT,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,22.3,41.1
2017,VT,Unknown,Unknown,Unknown,Data not reported,Unknown,21.2,32.3
2017,VT,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,35.0,30.5
2017,VT,Unknown,Unknown,Unknown,Unknown,2 or more races,32.2,32.6
2017,VT,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,37.0,34.9
2017,VT,Unknown,Unknown,Unknown,Unknown,Hispanic,25.4,25.1
2017,VT,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,27.7,35.3
2017,VT,Unknown,Unknown,Unknown,Unknown,Unknown,27.6,35.1
2017,WA,18 - 24,Unknown,Unknown,Unknown,Unknown,17.3,23.8
2017,WA,25 - 34,Unknown,Unknown,Unknown,Unknown,25.1,33.7
2017,WA,35 - 44,Unknown,Unknown,Unknown,Unknown,31.4,34.6
2017,WA,45 - 54,Unknown,Unknown,Unknown,Unknown,30.1,36.7
2017,WA,55 - 64,Unknown,Unknown,Unknown,Unknown,32.4,36.3
2017,WA,65 or older,Unknown,Unknown,Unknown,Unknown,26.9,38.2
2017,WA,Unknown,College graduate,Unknown,Unknown,Unknown,19.8,35.8
2017,WA,Unknown,High school graduate,Unknown,Unknown,Unknown,31.8,34.7
2017,WA,Unknown,Less than high school,Unknown,Unknown,Unknown,34.2,29.9
2017,WA,Unknown,Some college or technical school,Unknown,Unknown,Unknown,30.2,34.5
2017,WA,Unknown,Unknown,Female,Unknown,Unknown,27.1,27.9
2017,WA,Unknown,Unknown,Male,Unknown,Unknown,28.2,40.8
2017,WA,Unknown,Unknown,Unknown,"$15,000 - $24,999",Unknown,33.1,32.5
2017,WA,Unknown,Unknown,Unknown,"$25,000 - $34,999",Unknown,30.2,32.7
2017,WA,Unknown,Unknown,Unknown,"$35,000 - $49,999",Unknown,30.0,35.1
2017,WA,Unknown,Unknown,Unknown,"$50,000 - $74,999",Unknown,29.2,37.8
2017,WA,Unknown,Unknown,Unknown,"$75,000 or greater",Unknown,24.3,37.5
2017,WA,Unknown,Unknown,Unknown,Data not reported,Unknown,24.3,30.3
2017,WA,Unknown,Unknown,Unknown,"Less than $15,000",Unknown,34.3,25.1
2017,WA,Unknown,Unknown,Unknown,Unknown,2 or more races,33.8,28.6
2017,WA,Unknown,Unknown,Unknown,Unknown,American Indian/Alaska Native,34.9,38.6
2017,WA,Unknown,Unknown,Unknown,Unknown,Asian,9.1,29.9
2017,WA,Unknown,Unknown,Unknown,Unknown,Hispanic,33.1,37.3
2017,WA,Unknown,Unknown,Unknown,Unknown,Non-Hispanic Black,32.2,31.4
2017,WA,Unknown,Unknown,Unknown,Unknown,Non-Hispanic White,28.5,34.9
2017,WA,Unknown,Unknown,Unknown,Unknown,Other,32.8,33.6
